226:8,7,1,1,4,8,7,8,5,9,7,7,2,7,3,7,5,1,5,7,3,3,7,8,6,7,7,7,4,3
227:1,3,1,3,9,5,7,8,9,4,6,1,5,4,2,9,7,4,6,5,5,4,8,6,3,9,6,6,3,9
228:3,8,5,8,2,9,1,2,2,5,5,2,8,5,1,3,6,9,1,3,9,6,5,6,9,3,6,5,8,9
229:2,3,6,6,6,2,5,4,9,7,3,2,8,5,7,6,5,8,4,6,2,1,1,5,5,3,2,3,7,6
230:9,6,3,8,2,8,9,3,3,9,4,9,4,6,1,3,4,2,6,8,2,8,8,8,3,6,3,9,4,8
231:7,9,4,3,4,4,6,8,8,7,8,7,1,2,1,1,3,8,4,7,2,6,4,9,7,9,7,8,5,8
232:9,2,5,4,5,5,8,2,9,2,3,8,5,6,3,5,3,7,4,2,2,2,1,6,4,2,2,7,6,2
233:1,5,3,2,5,7,6,1,5,1,4,2,3,6,2,6,9,5,4,3,8,3,8,1,3,8,1,5,9,6
234:7,9,5,5,5,1,9,4,7,3,9,7,7,5,3,6,3,1,1,8,3,5,5,3,8,9,2,1,2,7
235:7,1,7,4,8,4,1,2,5,6,7,5,3,3,1,8,2,2,6,2,7,5,6,2,8,6,8,3,6,1
236:1,2,7,4,1,4,4,6,6,9,2,7,8,1,4,8,5,4,8,6,1,4,8,6,7,8,7,7,7,7
237:1,8,4,7,1,8,1,6,6,3,7,4,9,7,7,1,6,5,5,7,2,4,3,7,9,7,3,5,2,9
238:2,3,5,5,2,6,6,4,7,5,7,3,1,5,3,1,8,1,4,3,9,7,2,6,2,2,3,8,8,5
239:7,5,6,7,2,3,1,5,1,5,8,6,3,9,6,8,9,1,7,5,6,3,2,7,6,1,1,4,3,4
240:3,8,3,5,2,2,1,9,7,1,6,4,7,3,5,2,7,6,8,1,4,6,4,9,2,6,6,5,1,2
241:9,1,5,4,4,2,3,9,4,5,1,7,9,7,2,4,7,9,1,9,8,1,2,3,5,4,8,7,9,9
242:6,2,6,6,7,5,2,8,8,9,8,5,7,4,3,8,7,7,1,4,3,1,6,8,5,5,4,6,8,3
243:4,1,6,9,7,1,9,1,2,7,1,2,9,8,7,8,3,6,6,6,5,6,1,7,9,7,2,3,3,3
244:6,9,7,2,1,3,3,9,6,4,4,7,7,5,3,8,8,7,1,3,9,8,7,8,1,3,3,2,5,6
245:1,8,3,1,3,6,4,8,8,9,2,7,9,8,5,5,4,9,4,1,3,3,5,6,2,5,5,2,5,7
246:8,1,1,8,2,9,9,6,1,1,9,8,2,3,3,5,9,8,2,1,4,4,7,8,4,2,5,2,7,4
247:4,3,1,3,8,7,8,4,6,8,9,4,3,1,7,6,4,7,1,4,7,1,2,2,4,7,6,5,6,5
248:5,1,2,7,9,8,5,7,1,2,9,7,3,8,1,4,1,5,7,7,2,8,3,5,1,7,4,3,6,5
249:5,5,8,3,2,8,9,6,7,3,1,7,2,1,3,8,9,5,1,5,9,2,7,5,8,5,5,5,3,3
250:4,1,6,9,8,4,3,5,3,3,2,8,4,2,4,3,8,7,3,9,8,6,4,2,4,8,6,8,3,4
251:9,4,2,1,7,5,7,4,7,8,1,7,1,6,7,6,9,7,5,8,7,2,7,2,4,2,1,3,2,3
252:9,7,6,1,5,8,7,4,7,2,8,2,1,2,6,2,3,1,6,3,3,4,8,3,1,1,8,1,1,9
253:8,3,7,9,6,8,4,1,1,7,4,4,2,1,2,6,1,4,2,4,7,6,4,7,6,3,4,4,4,1
254:7,8,2,7,6,5,6,1,8,4,2,2,5,9,6,7,2,7,5,5,2,2,1,7,5,1,6,2,8,6
255:6,9,8,1,5,5,5,9,2,3,6,8,3,9,7,9,6,9,9,4,3,7,8,2,1,9,9,5,7,1
256:9,6,9,6,1,3,8,2,2,3,2,1,3,2,5,2,1,9,2,9,2,4,2,6,9,1,3,4,9,7
257:2,8,8,1,9,4,9,9,9,6,7,9,6,5,5,1,8,4,1,1,8,3,5,5,5,4,6,5,2,6
258:1,9,7,6,7,3,2,4,1,1,3,7,9,8,4,7,4,8,5,7,9,6,1,5,6,8,8,2,6,4
259:4,7,3,1,6,7,4,1,2,6,6,4,7,5,5,2,4,2,1,5,1,3,5,9,6,5,2,3,7,9
260:8,5,6,1,8,7,8,5,8,4,5,2,4,6,3,7,4,4,2,7,3,4,3,1,8,5,6,9,9,7
261:6,6,6,1,1,4,8,3,7,4,4,1,5,8,9,9,1,1,6,9,4,9,8,3,9,7,7,7,4,7
262:9,9,6,2,7,2,4,2,7,7,5,4,8,1,5,4,3,2,7,8,5,7,9,7,5,4,1,4,1,9
263:9,8,2,3,3,8,8,7,5,3,5,4,9,1,2,3,4,7,8,1,1,3,1,2,3,9,1,8,1,8
264:7,2,6,8,5,3,4,8,9,6,5,1,6,1,2,8,6,6,5,3,7,9,5,6,3,1,4,6,4,7
265:8,8,1,4,1,8,3,7,9,6,1,5,5,9,3,5,6,1,4,4,7,5,2,7,3,9,3,8,2,6
266:1,8,3,1,3,6,4,8,8,9,2,7,9,8,5,5,4,9,4,9,3,3,5,6,2,5,5,2,5,2
267:5,7,9,8,7,3,9,1,4,2,5,8,2,4,5,2,2,6,2,9,2,7,9,8,8,5,9,5,4,6
268:6,8,6,1,6,5,5,5,8,8,3,4,4,6,8,9,1,3,4,2,5,8,2,4,1,5,8,1,2,3
269:5,2,3,7,8,9,6,4,5,4,3,6,7,3,3,3,6,5,8,9,8,9,6,2,3,9,9,9,5,2
270:1,2,5,7,5,3,1,7,1,8,2,7,1,9,1,3,7,3,8,3,2,7,1,1,8,7,4,9,9,3
271:2,1,3,3,4,5,7,7,4,9,8,7,9,9,8,3,5,2,9,5,6,4,4,8,6,7,9,5,9,4
272:2,7,3,4,5,6,5,5,9,8,6,4,1,5,6,9,8,9,1,3,3,5,6,7,7,2,5,6,8,1
273:5,6,1,2,1,6,9,6,3,6,3,7,3,3,7,1,7,3,9,3,2,4,6,7,6,1,2,1,9,1
274:9,6,3,1,1,4,4,3,1,6,9,2,1,4,3,3,6,5,2,8,3,9,2,6,5,9,3,6,4,6
275:8,8,6,9,9,5,6,5,2,4,3,4,9,7,7,4,6,4,5,1,7,2,9,3,7,3,1,1,5,5
276:3,1,4,7,4,6,6,1,2,1,7,9,6,8,8,4,8,4,5,8,8,9,4,3,1,2,1,3,5,2
277:7,2,6,8,5,3,4,8,9,6,5,1,6,1,2,8,6,6,5,3,7,9,5,6,3,1,4,6,4,5
278:7,7,2,5,3,2,5,9,1,4,3,1,2,5,7,6,7,1,7,9,9,2,6,8,3,3,7,1,3,9
279:3,3,5,5,3,9,2,3,4,3,4,7,1,4,7,9,8,9,2,1,4,5,2,6,6,8,3,6,8,3
280:9,7,2,5,2,9,7,6,6,5,3,6,3,7,2,1,3,7,6,7,2,8,1,1,4,7,7,9,5,4
281:1,8,4,8,2,2,1,6,5,7,7,1,4,9,2,5,4,7,5,2,6,5,9,5,9,8,3,9,5,9
282:1,3,5,5,6,4,9,7,2,7,9,6,3,7,4,3,5,6,3,9,5,4,8,4,1,7,7,4,1,3
283:5,7,9,8,7,3,9,1,4,2,5,8,2,4,5,2,2,6,2,9,2,7,9,8,8,5,9,5,4,6
284:5,5,7,3,9,8,7,5,3,5,1,3,8,8,3,1,4,2,8,8,1,8,6,2,2,4,9,9,6,9
285:6,3,2,1,5,4,2,1,2,4,3,7,5,9,7,9,5,1,4,8,4,6,7,7,7,6,7,9,7,1
286:5,8,7,7,9,6,2,2,3,1,5,8,2,6,3,2,4,8,6,5,6,1,5,1,1,2,7,6,6,7
287:6,9,7,7,8,2,1,5,9,3,3,6,4,3,9,3,7,7,8,8,2,4,7,8,9,3,2,2,7,6
288:6,6,9,1,9,8,7,9,2,2,8,5,6,5,5,7,1,7,1,8,2,2,1,9,4,3,7,8,9,1
289:6,6,6,4,6,5,4,7,3,9,1,4,2,7,2,4,1,7,6,6,3,9,7,2,9,2,3,1,5,5
290:6,1,7,9,8,3,4,9,9,4,4,6,1,6,6,4,6,9,9,4,1,4,7,7,5,5,8,8,1,3
291:2,4,1,3,3,4,4,7,2,8,1,6,2,4,6,2,6,3,5,7,3,5,8,2,4,5,2,7,3,2
292:9,4,4,7,8,4,4,3,6,4,5,2,1,6,7,1,3,4,8,5,7,9,5,7,8,6,1,4,7,3
293:7,6,4,1,3,5,8,4,5,1,6,7,3,6,7,5,3,8,1,2,9,1,7,8,6,5,9,8,9,3
294:6,2,1,6,1,4,4,5,6,8,5,5,1,4,3,8,9,2,1,9,4,5,9,7,5,1,8,8,6,9
295:2,3,8,2,6,2,4,1,5,3,3,9,4,1,7,9,8,1,5,1,2,1,1,6,7,1,2,5,8,3
296:3,5,5,3,1,5,1,7,6,8,5,5,7,4,3,1,6,8,9,9,6,6,8,1,7,1,5,5,9,3
297:2,1,8,7,6,4,4,7,5,2,2,8,5,3,8,3,8,8,2,4,3,7,3,2,3,2,6,1,3,2
298:1,9,4,8,1,2,3,4,4,7,4,2,1,2,1,6,3,4,1,8,4,9,6,2,5,9,3,5,2,1
299:9,4,1,1,6,1,7,2,4,3,5,5,5,8,1,3,9,8,6,4,2,9,4,5,3,9,3,8,4,2
300:6,3,6,8,2,2,9,7,2,3,1,4,3,5,3,2,2,2,4,3,2,2,8,7,4,9,2,7,3,2
301:7,1,2,4,7,1,1,3,4,1,6,4,3,2,7,4,1,5,8,7,5,3,8,3,5,2,1,5,8,4
302:4,5,7,7,3,5,4,2,3,1,6,5,7,4,6,3,3,8,7,7,5,1,6,3,3,8,9,5,8,7
303:1,7,1,1,5,8,9,1,6,3,2,2,9,9,1,8,8,7,2,3,7,9,2,5,6,5,3,6,2,9
304:5,6,5,3,2,3,2,5,5,5,9,2,5,4,9,1,5,5,7,4,5,8,6,9,1,4,8,5,7,8
305:8,7,4,1,7,8,4,1,8,2,3,4,1,1,6,3,7,8,7,4,1,4,8,3,9,7,2,1,3,9
306:2,5,1,5,2,4,5,9,2,5,2,7,5,5,6,6,9,1,9,1,3,2,8,9,9,7,6,8,4,2
307:9,4,4,9,7,6,2,8,2,2,2,9,3,8,4,8,4,2,3,4,4,6,8,7,8,4,4,5,4,3
308:3,9,7,4,1,4,4,7,8,3,3,2,7,7,4,4,5,8,8,8,5,1,9,4,2,3,4,4,6,5
309:1,9,1,4,8,3,2,2,8,9,7,1,8,4,4,6,2,9,3,8,5,9,5,6,2,1,6,9,2,7
310:1,6,2,6,9,9,5,5,6,8,7,1,8,3,8,6,7,4,9,3,5,7,9,2,1,6,3,2,7,4
311:4,4,3,9,6,1,1,8,4,9,2,6,1,2,8,3,7,1,9,3,5,1,6,5,4,1,8,1,1,8
312:2,7,7,1,6,3,8,7,8,2,7,6,2,7,3,6,1,7,1,1,4,4,9,8,3,9,6,9,8,9
313:3,3,3,4,2,7,2,9,8,2,8,7,4,2,9,6,8,8,2,4,2,6,1,2,3,9,3,6,4,9
314:3,8,2,5,6,1,8,5,9,9,7,4,6,4,9,5,2,1,2,5,5,3,7,3,5,8,3,9,7,6
315:5,7,8,5,1,9,3,1,8,1,7,7,6,2,2,7,6,7,3,4,1,8,4,6,3,9,4,9,1,5
316:2,9,1,3,8,7,6,7,6,6,8,6,6,6,8,2,1,3,8,1,1,3,8,2,4,6,1,6,6,1
317:6,3,9,2,4,3,2,1,5,8,5,4,8,5,4,2,4,7,5,7,5,2,1,5,3,5,1,1,2,5
318:1,8,9,1,4,2,6,3,7,4,9,4,3,3,2,2,6,1,1,9,6,7,9,1,1,5,6,4,8,6
319:4,3,1,1,2,5,1,2,3,8,7,5,7,1,7,3,4,8,1,7,2,3,2,8,9,4,6,1,8,5
320:7,2,8,2,3,8,8,9,7,3,6,6,5,7,4,2,7,7,5,3,2,9,4,5,8,3,8,3,4,2
321:2,7,8,6,3,6,5,6,5,2,9,5,1,9,7,3,4,5,2,7,1,6,3,4,6,4,5,3,6,2
322:1,8,1,7,5,3,2,6,2,9,7,9,4,6,1,7,4,9,2,8,3,4,5,6,3,3,5,3,9,1
323:4,2,2,3,1,2,5,6,6,7,7,6,9,4,6,9,7,4,2,7,9,7,4,4,5,3,9,8,4,2
324:6,2,1,9,6,5,5,3,2,7,7,7,5,8,4,8,5,3,3,1,9,5,5,2,8,4,2,6,4,4
325:2,6,4,2,8,6,6,1,8,1,9,9,2,5,2,4,4,4,2,6,1,5,1,9,2,2,5,1,7,4
326:9,7,6,1,5,8,7,4,7,2,8,2,1,2,6,2,3,1,6,3,3,4,8,3,1,1,8,1,1,5
327:2,4,9,6,4,3,3,1,4,8,4,7,2,2,1,9,5,5,3,3,5,7,7,4,6,3,9,6,6,5
328:6,6,9,3,9,3,9,9,3,3,9,3,9,8,2,7,8,4,7,2,4,6,8,9,9,4,1,1,6,6
329:7,3,8,1,4,4,9,8,5,1,3,5,5,3,1,9,3,3,3,9,8,9,7,8,7,8,5,9,6,8
330:7,8,2,7,6,5,6,1,8,4,2,2,5,9,6,7,2,7,5,5,2,2,1,7,5,1,6,2,8,2
331:1,8,5,1,7,2,6,6,4,9,9,1,2,2,5,8,8,7,1,1,1,1,2,7,3,1,6,8,9,8
332:3,3,5,5,3,9,6,6,1,6,6,5,7,3,1,6,7,2,9,5,9,9,3,4,3,4,7,1,4,2
333:2,1,8,8,6,4,4,7,5,2,2,8,5,3,8,3,8,8,2,4,3,7,3,2,3,2,6,1,3,2
334:4,3,1,3,8,7,8,4,6,8,9,4,3,1,3,6,4,7,1,4,7,1,2,2,4,7,6,5,6,5
335:6,5,4,4,2,6,4,4,9,5,1,6,5,3,5,9,8,7,5,1,8,4,3,1,4,9,6,9,7,7
336:4,6,9,8,3,4,8,9,3,5,4,8,7,6,3,8,6,1,3,3,2,7,6,3,7,2,4,8,2,2
337:9,5,7,9,7,1,4,9,8,9,3,9,1,7,1,8,7,4,6,1,7,8,7,4,5,3,1,4,8,6
338:5,5,8,3,2,8,9,6,7,3,1,7,2,1,3,8,7,5,1,5,9,2,7,5,8,5,5,5,3,1
339:5,8,5,1,7,7,6,8,2,2,4,1,9,5,4,2,4,7,4,7,9,8,7,4,5,5,9,6,4,7
340:3,8,6,4,6,1,3,1,1,9,5,9,1,9,4,9,9,6,2,3,7,7,2,7,4,6,9,4,6,8
341:8,5,7,6,9,1,6,3,3,2,1,8,4,2,6,6,9,8,2,5,2,5,9,6,3,9,7,5,2,5
342:2,8,7,4,1,3,9,8,8,6,9,6,5,6,2,9,2,4,8,2,1,5,6,9,2,8,6,3,4,2
343:6,6,7,9,2,2,3,8,8,1,8,6,6,8,5,9,9,5,7,8,5,7,2,2,9,9,2,5,4,5
344:5,6,5,5,9,2,5,7,3,4,9,2,9,1,7,7,4,1,6,7,4,7,2,8,3,6,7,9,8,2
345:7,8,4,4,1,2,7,5,3,3,1,3,5,5,3,7,7,4,3,5,6,3,2,5,3,7,1,1,1,6
346:1,8,3,7,5,8,2,3,3,2,7,5,9,2,8,2,1,7,8,2,2,9,1,7,5,3,5,2,8,2
347:5,1,2,3,5,3,3,1,1,8,7,9,8,8,7,9,2,6,8,2,9,6,3,9,4,2,4,4,1,4
348:3,8,6,4,6,1,3,1,1,9,5,9,1,9,4,9,9,6,2,3,7,7,2,7,4,6,9,4,6,7
349:2,9,8,7,4,5,8,6,1,4,8,2,5,4,1,2,4,3,8,4,8,3,7,2,1,2,7,7,2,1
350:3,5,5,3,1,5,1,3,6,8,5,5,7,4,3,1,6,8,9,9,6,6,8,1,7,1,5,5,9,3
351:7,9,8,6,4,7,7,2,4,3,5,8,8,3,7,5,6,3,2,3,1,4,8,4,7,1,1,6,1,2
352:3,5,4,7,6,5,9,2,3,9,3,5,3,9,8,1,9,2,6,6,1,3,2,5,2,3,6,8,3,5
353:2,6,5,2,4,5,5,8,9,1,7,3,6,1,7,1,2,7,4,5,4,4,6,8,1,5,4,3,7,4
354:5,8,3,6,5,2,9,2,8,5,2,9,7,4,8,9,1,7,4,1,6,8,6,8,5,5,3,1,8,1
355:8,1,5,8,8,7,5,9,1,1,7,7,7,3,2,4,3,7,6,2,1,1,2,4,1,7,8,3,2,6
356:1,2,5,7,5,3,1,7,1,8,2,7,1,9,1,3,7,3,8,3,2,7,1,1,8,7,4,9,9,6
357:3,5,3,9,1,4,6,4,6,3,5,1,1,7,4,6,2,9,4,9,2,1,1,3,7,4,4,9,9,8
358:1,8,1,3,7,2,6,6,5,5,9,9,2,6,1,6,1,4,3,7,2,8,9,7,1,8,8,1,7,9
359:4,4,8,7,7,1,4,1,4,2,8,6,2,5,2,3,1,4,9,2,6,4,3,5,6,2,6,2,4,7
360:7,3,3,4,2,5,2,5,7,2,1,1,2,3,8,8,5,9,3,6,3,1,4,4,4,5,9,6,8,2
361:4,5,5,3,9,2,5,6,7,1,7,4,9,4,7,2,5,3,4,5,7,4,3,6,1,1,9,8,3,9
362:9,5,7,6,8,2,7,4,1,8,9,1,2,7,8,3,6,5,2,1,9,3,7,7,7,7,2,1,9,9
363:3,8,6,4,6,1,3,1,1,9,5,9,1,9,4,1,9,6,2,3,7,7,2,7,4,6,9,4,6,7
364:1,8,3,2,8,8,2,1,7,2,3,3,6,7,8,7,8,8,2,6,2,6,3,2,2,3,1,2,9,1
365:4,1,6,9,7,1,9,1,2,7,1,2,9,8,7,8,3,6,6,6,5,6,1,7,9,7,2,3,3,7
366:7,8,2,7,6,5,6,1,8,4,2,2,5,9,6,7,2,7,5,5,2,2,1,7,5,1,6,2,8,6
367:6,8,1,2,2,2,5,8,3,2,8,2,4,4,3,6,8,2,5,6,6,7,4,7,8,3,1,9,4,8
368:5,8,5,8,6,5,2,1,2,9,4,9,2,1,9,3,2,3,8,5,6,5,5,5,1,8,9,7,6,5
369:3,6,2,6,5,3,5,4,4,3,9,3,9,8,2,5,2,1,5,6,5,7,8,2,5,6,5,8,7,4
370:6,9,6,1,6,5,3,4,6,6,3,5,2,2,3,9,7,8,3,6,8,7,3,1,9,4,5,5,4,6
371:3,3,5,5,3,9,6,6,1,6,6,5,7,3,1,6,7,2,9,2,9,9,3,4,3,4,7,1,4,2
372:9,5,1,4,7,4,8,7,9,5,6,8,9,5,3,8,2,7,3,4,3,8,2,1,1,9,5,5,2,3
373:2,3,2,1,5,4,2,1,2,4,3,7,5,9,7,9,5,1,4,8,4,6,7,7,7,6,7,9,7,1
374:4,1,1,3,9,1,9,5,6,5,7,8,6,4,3,3,4,7,7,5,3,8,5,6,9,9,1,2,4,3
375:6,1,3,3,6,4,6,6,4,1,3,1,5,3,7,2,8,5,3,5,9,2,8,8,6,8,7,5,7,8
376:2,8,3,3,7,4,5,6,6,2,7,9,6,9,5,9,2,9,8,6,7,2,8,1,1,9,4,6,6,6
377:3,5,7,7,6,8,2,7,6,7,5,8,6,7,5,8,6,2,1,1,2,2,2,2,5,8,9,8,5,1
378:1,3,6,4,7,2,1,9,1,8,2,4,8,8,5,6,5,5,3,2,5,3,2,9,7,8,1,5,9,2
379:8,3,9,1,7,2,3,9,2,1,2,6,8,5,2,2,6,5,9,1,6,7,6,8,3,9,1,2,4,5
380:1,9,4,8,1,2,3,4,4,7,4,2,1,2,1,6,3,4,1,8,4,9,6,2,5,9,3,5,2,9
381:5,9,2,3,9,2,5,9,8,8,9,2,1,1,6,2,4,7,7,5,7,9,2,7,6,6,4,7,7,8
382:1,9,4,8,1,2,3,4,4,7,4,2,1,2,1,6,3,4,1,7,4,9,6,2,5,9,3,5,2,1
383:5,7,1,9,3,6,2,5,4,2,8,6,1,5,3,8,6,4,6,8,8,8,8,3,8,2,7,2,7,8
384:9,2,9,2,8,7,1,5,5,5,7,3,5,2,1,5,8,5,6,4,8,2,4,7,7,3,5,5,9,7
385:7,8,2,5,3,2,4,9,7,3,8,2,4,4,1,2,5,5,7,3,8,5,8,2,2,1,9,2,5,2
386:2,2,4,3,4,9,1,5,3,9,3,6,2,2,7,4,6,9,9,4,6,1,3,1,6,1,5,4,3,3
387:3,6,4,1,6,7,7,2,8,6,2,4,4,3,2,2,6,4,4,1,4,1,4,6,2,8,5,8,4,6
388:5,6,4,9,2,9,8,8,5,7,3,8,4,6,5,8,7,8,2,2,7,8,2,3,2,7,2,3,6,8
389:3,3,9,5,6,6,3,1,1,1,2,1,3,3,3,2,8,2,9,7,4,1,8,5,4,7,2,8,8,2
390:5,9,3,3,7,2,8,4,8,1,7,8,6,9,2,8,4,9,3,7,1,8,3,3,8,6,8,2,8,5
391:7,9,2,7,9,3,8,4,4,6,3,7,3,1,8,7,5,4,1,6,7,8,3,7,4,5,3,7,5,7
392:7,1,5,8,9,3,6,4,2,9,4,8,3,7,4,2,5,8,8,8,8,6,5,5,1,8,5,6,5,3
393:1,6,1,7,3,2,4,6,6,7,3,1,2,7,2,7,9,7,3,5,5,7,1,5,8,1,4,6,5,2
394:8,5,6,1,8,7,8,5,8,4,5,2,4,6,3,7,4,4,2,7,3,4,3,1,8,5,1,9,9,7
395:9,8,5,2,3,7,6,5,6,3,3,1,6,9,3,5,1,8,5,4,9,1,6,4,1,1,2,7,6,6
396:6,6,9,1,9,8,7,9,2,2,8,5,6,5,5,7,1,7,1,8,2,2,1,1,4,3,7,8,9,1
397:8,2,8,3,6,4,9,6,4,2,7,6,3,7,7,4,2,4,5,1,8,9,3,3,4,1,2,2,4,8
398:4,3,4,5,2,5,1,6,7,9,8,1,6,9,6,9,5,6,6,8,5,4,7,5,5,1,6,9,7,1
399:4,1,2,9,7,1,9,1,2,7,1,2,9,8,7,8,3,6,6,6,5,6,1,7,9,7,2,3,3,7
400:8,5,4,9,3,6,1,5,5,6,8,5,1,6,5,2,9,3,7,6,9,8,3,3,9,2,1,5,7,2
401:3,8,3,3,2,9,7,5,4,3,4,5,8,1,1,5,1,1,9,8,7,9,2,4,9,2,1,5,6,7
402:9,1,4,6,2,1,7,3,5,7,8,1,5,3,5,1,6,2,6,2,5,1,9,4,1,2,5,7,9,8
403:4,3,5,5,2,3,6,4,3,8,8,1,4,9,7,8,1,3,1,8,3,7,1,9,6,7,5,5,8,9
404:2,4,7,5,6,6,6,4,1,2,2,3,7,9,3,6,2,3,3,9,8,7,5,4,4,6,4,2,4,3
405:4,7,1,6,7,4,5,5,8,9,8,3,3,8,3,4,8,1,1,9,4,9,3,5,7,2,3,7,3,2
406:3,3,8,4,7,8,3,9,1,6,8,2,2,7,4,2,7,8,7,1,2,3,3,5,3,3,6,3,8,2
407:3,1,8,4,5,2,3,9,9,2,9,9,9,7,8,5,3,9,1,5,8,9,5,4,2,1,5,1,9,8
408:4,6,2,5,6,5,6,7,7,9,1,7,8,3,8,6,9,7,6,8,5,3,9,3,4,3,4,3,1,8
409:7,6,8,5,6,3,8,6,8,4,4,6,3,5,7,3,7,1,8,1,9,4,9,9,9,2,1,4,9,9
410:8,7,1,1,4,8,7,8,5,9,7,7,2,7,3,7,5,1,5,7,3,3,7,8,7,7,7,7,4,3
411:3,8,9,6,4,7,4,7,2,2,4,9,6,6,8,1,3,3,9,7,5,6,9,9,9,2,4,4,1,4
412:6,1,3,3,6,4,6,6,4,1,3,1,5,3,7,2,8,5,3,5,9,2,8,8,6,4,7,5,7,8
413:7,2,2,3,6,8,5,3,4,7,6,6,8,1,7,2,3,3,8,8,4,3,7,4,6,1,9,4,8,4
414:2,4,9,6,4,3,7,1,4,8,4,7,2,2,1,9,5,5,3,3,5,7,7,4,6,3,9,6,6,9
415:8,5,4,9,3,6,1,5,5,6,8,5,1,6,5,2,9,3,7,6,9,8,3,3,9,2,1,5,7,4
416:5,9,3,4,5,3,3,6,4,1,4,6,2,1,6,6,1,9,5,7,8,7,9,8,1,6,2,3,1,2
417:9,6,4,2,6,4,6,5,8,7,7,5,5,6,8,4,8,1,5,5,5,2,4,8,9,5,9,3,5,3
418:4,5,7,7,3,5,4,2,3,1,6,5,7,4,6,3,3,8,7,7,5,1,6,3,3,8,9,5,8,5
419:7,2,6,8,5,3,4,5,9,6,5,1,6,1,2,8,6,6,5,3,7,9,5,6,3,1,4,6,4,7
420:8,3,4,2,4,2,2,6,9,5,5,7,8,6,1,1,7,5,5,6,7,5,6,2,6,6,1,7,4,2
421:5,5,8,3,2,8,9,6,7,3,1,7,2,1,3,8,7,5,1,5,9,2,7,5,8,5,5,5,3,3
422:1,2,7,4,1,4,4,6,6,9,2,7,8,1,4,8,1,4,8,6,1,4,8,6,7,8,7,7,7,9
423:2,7,3,4,5,6,5,5,9,8,6,4,1,5,6,9,8,9,1,3,3,5,6,7,7,2,5,6,8,2
424:5,3,5,1,4,7,3,9,2,1,6,4,5,1,6,9,9,8,9,2,7,1,5,2,6,3,8,3,3,4
425:4,3,5,5,2,3,6,4,3,8,8,1,4,9,7,8,1,3,1,8,3,7,1,9,6,7,5,5,8,5
426:1,6,6,3,5,4,7,5,9,2,5,5,4,7,1,8,7,5,8,3,2,6,4,2,8,3,3,3,9,4
427:9,8,3,6,4,8,2,8,3,9,8,8,3,9,2,1,1,3,1,3,1,6,6,3,7,5,6,6,6,9
428:4,3,6,5,2,3,6,4,3,8,8,1,4,9,7,8,1,3,1,8,3,7,1,9,6,7,5,5,8,5
429:1,5,3,2,4,7,6,1,5,1,4,2,3,6,2,6,9,5,4,3,8,3,8,1,3,8,1,5,9,3
430:3,3,5,5,3,9,6,6,1,6,6,5,7,3,1,6,7,2,9,5,9,9,3,4,3,4,7,1,4,7
431:1,8,1,3,7,2,6,6,5,5,9,9,2,6,1,6,1,4,3,7,3,8,9,7,1,8,8,1,7,4
432:4,3,5,9,4,2,8,2,7,8,7,6,5,4,5,9,6,4,1,5,5,1,9,1,8,3,7,3,5,8
433:6,2,4,5,8,4,1,2,3,8,3,3,5,1,8,9,7,4,1,5,9,9,1,1,3,8,1,5,7,5
434:9,7,6,9,5,8,7,4,7,2,8,2,1,2,6,2,3,1,6,3,3,4,8,3,1,1,8,1,1,5
435:8,3,2,5,3,2,2,6,3,7,3,1,9,2,5,3,4,1,6,2,4,3,6,1,5,5,2,7,9,1
436:1,6,1,5,6,7,2,5,2,1,3,5,6,7,9,8,6,7,2,2,8,8,5,1,5,2,9,3,4,8
437:5,8,6,7,9,1,6,3,3,9,2,1,7,3,8,7,5,3,4,7,5,5,4,8,6,3,6,7,9,4
438:8,8,8,1,6,1,7,2,9,5,5,3,4,5,4,9,3,8,3,3,9,1,2,7,3,1,1,7,5,7
439:6,2,1,9,6,5,5,3,2,7,7,7,5,8,4,8,5,3,3,1,9,5,5,2,8,4,1,6,4,4
440:3,3,4,5,3,9,2,3,4,3,4,7,1,4,7,9,8,9,2,1,4,5,2,6,6,8,3,6,8,3
441:9,2,7,7,2,5,9,6,6,4,5,4,6,5,2,9,9,4,2,8,5,1,2,7,5,7,3,5,5,8
442:9,4,1,1,6,1,7,2,4,3,5,5,5,8,1,3,9,8,6,8,2,9,4,5,3,9,3,8,4,2
443:7,1,7,4,8,4,1,2,5,6,7,5,3,3,1,8,2,2,6,2,7,5,6,2,8,6,8,3,6,1
444:9,5,7,6,8,2,7,4,1,8,9,1,2,7,8,3,6,5,2,1,9,3,7,7,7,7,2,1,9,3
445:1,1,2,3,9,7,9,8,8,4,9,1,4,1,3,4,3,7,5,6,4,7,4,1,2,1,9,2,8,4
446:8,4,5,5,3,9,3,4,1,2,1,5,7,3,2,8,7,6,4,8,4,7,2,5,4,8,1,5,1,1
447:4,6,9,8,3,4,8,9,3,5,4,8,7,6,3,8,6,1,3,3,2,7,6,3,7,2,4,8,2,9
448:6,6,9,1,9,8,7,9,2,2,8,5,6,5,5,7,1,7,1,8,2,2,1,9,4,3,7,8,9,9
449:4,8,6,9,9,1,6,9,9,5,8,6,5,8,3,2,4,1,5,3,4,7,8,1,6,3,8,8,1,6
450:3,8,7,6,5,4,2,4,4,1,9,2,9,7,2,5,3,4,5,4,8,2,6,9,5,7,8,6,6,5
